url,title,author,students,rating,difficulty,skills,description,price,source
https://www.coursera.org/professional-certificates/google-it-automation,Google IT Automation with Python Professional Certificate,Google Career Certificates,792086.0,4.8,Advanced,"['Unit Testing', 'Debugging', 'Infrastructure as Code (IaC)', 'Python Programming', 'Restful API', 'Docker (Software)', 'Git (Version Control System)', 'Technical Communication', 'Cloud Computing', 'Interviewing Skills', 'Puppet (Configuration Management Tool)', 'GitHub']","Professional Certificate - 7 course seriesThis beginner-level, six-course certificate, developed by Google, is designed to provide IT professionals with in-demand skills -- including Python, Git, and IT automation -- that can help you advance your career.Knowing how to write code to solve problems and automate solutions is a crucial skill for anybody in IT. Python, in particular, is now the most in-demand programming language by employersOpens in a new tab.This program builds on your IT foundations to help you take your career to the next level. Itâs designed to teach you how to program with Python and how to use Python to automate common system administration tasks. You'll also learn to use Git and GitHub, troubleshoot and debug complex problems, and apply automation at scale by using configuration management and the Cloud.This certificate can be completed in about 6 months and is designed to prepare you for a variety of roles in IT, like more advanced IT Support Specialist or Junior Systems Administrator positions. Upon completion, you can share your information with potential employers, like Deloitte, Target, Verizon, and of course, Google. We recommend that you have Python installed on your machine. For some courses, youâll need a computer where you can install Git or ask your administrator to install it for you.If youâd like to learn the fundamentals of IT support, check out the beginner level Google IT Support Professional CertificateOpens in a new tab. Check out all Google Career Certificates hereOpens in a new tab.Applied Learning ProjectLearn how to program with Python with no previous knowledge of coding required and youâll use Python to automate common system administration tasksLearn to use Git and GitHub, to troubleshoot and debug complex problemsApply automation at scale by using configuration management and the CloudPractice your technical skills with hands-on projects including a capstone project where youâll use your new knowledge to solve a real-world IT problem",0.0,Coursera
https://www.coursera.org/projects/first-python-program-ust,Create Your First Python Program From UST,Amit Yadav,95877.0,0.0,Beginner,"['Scripting', 'Scripting Languages', 'Programming Principles', 'Command-Line Interface', 'Development Environment', 'Python Programming', 'Computer Programming']","About this Guided ProjectWelcome to this Guided Project on Creating Your First Python Program, From UST. For more than 20 years, UST has worked side by side with the worldâs best companies to make a real impact through transformation. Powered by technology, inspired by people and led by their purpose, they partner with clients from design to operation. 

With this Guided Project from UST, you can quickly build in-demand job skills and expand your career opportunities in the Computer Science field by learning the foundational elements of the Python programming language and its basic syntax. 

Python is a computer programming language often used to build websites and software, automate tasks, and conduct data analysis. Python is a general purpose language, meaning it can be used to create a variety of different programs and isnât specialized for any specific problems. This versatility, along with its beginner-friendliness, has made it one of the most-used programming languages today.

Through hands-on, practical experience, you will be guided through concepts that Python Programmers use every day to perform their job duties, like using the Terminal and a Text Editor.  

Together, we will explore how to use variables, create functions, lists and conditional statements, as well as utilize For and While loops. You will then apply the concepts to create your first command line application which will manage a To-Do List.

This project is great for learners who are looking to get started with Python programming, and do not have any prior programming experience. By the end of this Guided Project, you should feel more confident about working with the Python language, understanding what it is used for, and have confirmed your skills by creating your own to-do list, which can be used for showing an employer or making your routine daily tasks more efficient through automation.

Ready to become a Programmer? Start learning Python today!",0.0,Coursera
https://www.coursera.org/learn/machine-learning-with-python,Machine Learning with Python,Joseph Santarcangelo,554365.0,4.7,Intermediate,"['Unsupervised Learning', 'Applied Machine Learning', 'Dimensionality Reduction', 'Feature Engineering', 'Regression Analysis', 'Supervised Learning', 'Decision Tree Learning', 'Statistical Modeling', 'Classification And Regression Tree (CART)', 'Predictive Modeling', 'Scikit Learn (Machine Learning Library)', 'Machine Learning']","There are 6 modules in this coursePython is a core skill in machine learning, and this course equips you with the tools to apply it effectively. Youâll learn key ML concepts, build models with scikit-learn, and gain hands-on experience using Jupyter Notebooks. Start with regression techniques like linear, multiple linear, polynomial, and logistic regression. Then move into supervised models such as decision trees, K-Nearest Neighbors, and support vector machines. Youâll also explore unsupervised learning, including clustering methods and dimensionality reduction with PCA, t-SNE, and UMAP. 

Through real-world labs, youâll practice model evaluation, cross-validation, regularization, and pipeline optimization. A final project on rainfall prediction and a course-wide exam will help you apply and reinforce your skills. 

Enroll now to start building machine learning models with confidence using Python.",0.0,Coursera
https://www.coursera.org/learn/sql-data-science,Databases and SQL for Data Science with Python,Rav Ahuja,561903.0,4.7,Beginner,"['SQL', 'Query Languages', 'Jupyter', 'Databases', 'Data Analysis', 'Relational Databases', 'Database Design', 'Pandas (Python Package)', 'Transaction Processing', 'Stored Procedure', 'Database Management', 'Data Manipulation']","There are 6 modules in this courseWorking knowledge of SQL (or Structured Query Language) is a must for data professionals like Data Scientists, Data Analysts and Data Engineers. Much of the world's data resides in databases. SQL is a powerful language used for communicating with and extracting data from databases.In this course you will learn SQL inside out- from the very basics of Select statements to
advanced concepts like JOINs. 
You will: 
-write foundational SQL statements like: SELECT, INSERT, UPDATE, and DELETE 
-filter result sets, use WHERE, COUNT, DISTINCT, and LIMIT clauses 
-differentiate between DML & DDL 
-CREATE, ALTER, DROP and load tables 
-use string patterns and ranges; ORDER and GROUP result sets, and built-in database functions
-build sub-queries and query data from multiple tables 
-access databases as a data scientist using Jupyter notebooks with SQL and Python
-work with advanced concepts like Stored Procedures, Views, ACID Transactions, Inner & Outer JOINs through hands-on labs and projects

You will  practice building SQL queries, work with real databases on the Cloud, and use real data science tools. 

In the final project youâll analyze multiple real-world datasets to demonstrate your skills.",0.0,Coursera
https://www.coursera.org/learn/aprendiendo-programar-python,IntroducciÃ³n a la programaciÃ³n en Python I: Aprendiendo a programar con Python,Jorge MuÃ±oz Gama,348240.0,4.4,Beginner,"['Program Development', 'Application Development', 'File Management', 'Algorithms', 'Computer Programming', 'Python Programming', 'Data Structures']","There are 6 modules in this courseDecÃ­a Steve Jobs que âtodo el mundo deberÃ­a aprender a programar un ordenador porque esto te ayuda a pensarâ. Hoy en dÃ­a la programaciÃ³n es una herramienta fundamental para el desarrollo de la tecnologÃ­a moderna. Este curso te introduce en el mundo de la programaciÃ³n en el lenguaje Python. De una forma prÃ¡ctica, aprenderÃ¡s de forma gradual desde el tratamiento bÃ¡sico de variables hasta la programaciÃ³n de algoritmos para construir tus propios juegos. AdemÃ¡s, te familiarizarÃ¡s con los conceptos fundamentales para el desarrollo de algoritmos y su programaciÃ³n. Al finalizar el curso, serÃ¡s capaz de desarrollar tus propios programas en Python y de seguir explorando para construir nuevos programas y cada vez mÃ¡s complejos. Este curso es el primer paso para convertirte en un/a profesional con habilidades bÃ¡sicas de programaciÃ³n y abrirte la puerta al futuro.",0.0,Coursera
https://www.coursera.org/learn/python-data,Python Data Structures,Charles Russell Severance,1118952.0,4.9,Beginner,"['Data Manipulation', 'File Management', 'Programming Principles', 'Data Structures', 'Development Environment', 'Python Programming', 'Data Import/Export']","There are 7 modules in this courseThis course will introduce the core data structures of the Python programming language. We will move past the basics of procedural programming and explore how we can use the Python built-in data structures such as lists, dictionaries, and tuples to perform increasingly complex data analysis. This course will cover Chapters 6-10 of the textbook âPython for Everybodyâ.  This course covers Python 3.",0.0,Coursera
https://www.coursera.org/projects/introduction-to-python,Introduction to Python,David Dalsveen,53770.0,0.0,Beginner,"['Data Science', 'Artificial Intelligence', 'Computational Thinking', 'Python Programming', 'Programming Principles', 'Scientific Visualization', 'Computer Programming', 'Application Development', 'Web Development']","About this Guided ProjectLearning Python gives the programmer a wide variety of career paths to choose from. Python is an open-source (free) programming language that is used in web programming, data science, artificial intelligence, and many scientific applications. Learning Python allows the programmer to focus on solving problems, rather than focusing on syntax. Its relative size and simplified syntax give it an edge over languages like Java and C++, yet the abundance of libraries gives it the power needed to accomplish great things.In this tutorial you will create a guessing game application that pits the computer against the user. You will create variables, decision constructs, and loops in python to create the game.

Note: This course works best for learners who are based in the North America region. Weâre currently working on providing the same experience in other regions.",0.0,Coursera
https://www.coursera.org/learn/ai-python-for-beginners,AI Python for Beginners,Andrew Ng,54475.0,4.8,Beginner,"['Application Programming Interface (API)', 'Artificial Intelligence', 'Generative AI', 'Jupyter', 'ChatGPT', 'Large Language Modeling', 'Computer Programming', 'Python Programming', 'Application Development', 'Prompt Engineering', 'Scripting', 'Automation', 'Data Analysis']","There are 4 modules in this courseAI Python for Beginners is designed to help you leverage the power of Python programming, even if your goal isnât to become a software developer or AI engineer. This four-part course that teaches you to code practical AI applications from day one, even if you've never programmed before. Youâll learn with support from an AI chatbot that can help you get immediate feedback, quickly fix bugs, and keep you on track while learning new skills. You'll gain a foundational understanding of Python while building AI-powered tools like custom recipe generators, smart to-do lists, and vacation planners, and learn essential programming concepts such as variables, functions, loops, and data structures. By the end of this course, you'll be able to write Python scripts that interact with large language models, automate tasks, analyze your own data, and even create simple AI agents - skills that are increasingly valuable across industries from tech and finance to healthcare and creative fields.

Accelerated learning with AI:

Experience a new kind of learning with AI chatbot integration. This intelligent assistant helps you write, test, and debug code, providing instant feedback and personalized guidance, making sure youâre never coding alone. With the rise of AI tools, the effort and time required to learn helpful coding skills has significantly decreased, making it more accessible and beneficial for everyone.",0.0,Coursera
https://www.coursera.org/learn/python-programming-intro,Introduction to Python Programming,Brandon Krakowsky,101235.0,4.6,Beginner,"['Programming Principles', 'Data Import/Export', 'Computational Thinking', 'Computer Programming', 'Jupyter', 'Scripting', 'Software Development Tools', 'Integrated Development Environments', 'Python Programming', 'Data Structures', 'File Management']","There are 4 modules in this courseThis course provides an introduction to programming and the Python language.  Students are introduced to core programming concepts like data structures, conditionals, loops, variables, and functions.  This course includes an overview of the various tools available for writing and running Python, and gets students coding quickly.  It also provides hands-on coding exercises using commonly used data structures, writing custom functions, and reading and writing to files. This course may be more robust than some other introductory python courses, as it delves deeper into certain essential programming topics.",0.0,Coursera
https://www.coursera.org/professional-certificates/ibm-data-science,IBM Data Science Professional Certificate,IBM Skills Network Team,746160.0,4.6,Beginner,"['Plotly', 'Unsupervised Learning', 'SQL', 'Jupyter', 'Data Visualization Software', 'Exploratory Data Analysis', 'Dashboard', 'Data Wrangling', 'Data Literacy', 'Data Analysis', 'Pandas (Python Package)', 'Interactive Data Visualization']","Professional Certificate - 12 course seriesPrepare for a career in the high-growth field of data science. In this program, youâll develop the skills, tools, and portfolio to have a competitive edge in the job market as an entry-level data scientist in as little as 4 months. No prior knowledge of computer science or programming languages is required.Â Data science involves gathering, cleaning, organizing, and analyzing data with the goal of extracting helpful insights and predicting expected outcomes. The demand for skilled data scientists who can use data to tell compelling stories to inform business decisions has never been greater.Â Youâll learn in-demand skills used by professional data scientists including databases, data visualization, statistical analysis, predictive modeling, machine learning algorithms, and data mining. Youâll also work with the latest languages, tools,and libraries including Python, SQL, Jupyter notebooks, Github, Rstudio, Pandas, Numpy, ScikitLearn, Matplotlib, and more.Upon completing the full program, you will have built a portfolio of data science projects to provide you with the confidence to excel in your interviews. You will also receive access to join IBMâs Talent Network where youâll see job opportunities as soon as they are posted, recommendations matched to your skills and interests, and tips and tricks to help you stand apart from the crowd.Â This program is ACEÂ® and FIBAA recommended âwhen you complete, you can earn up to 12 college credits and 6 ECTS credits.Applied Learning ProjectThis Professional Certificate has a strong emphasis on applied learning and includes a series of hands-on labs in the IBM Cloud that give you practical skills with applicability to real jobs. You'll also have the option to learn how generative AI tools and techniques are used in data science.Tools youâll use: Jupyter / JupyterLab, GitHub, R Studio, and Watson StudioLibraries youâll use: Pandas, NumPy, Matplotlib, Seaborn, Folium, ipython-sql, Scikit-learn, ScipPy, etc.Projects youâll complete:Extract and graph financial data with the Pandas Python libraryUse SQL to query census, crime, and school demographic data setsWrangle data, graph plots, and create regression models to predict housing prices with data science Python librariesCreate a dynamic Python dashboard to improve US domestic flight reliabilityApply machine learning classification algorithms to predict whether a loan case will be paid offTrain and compare machine learning models",0.0,Coursera
https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,Automate Cybersecurity Tasks with Python,Google Career Certificates,249826.0,4.8,Beginner,"['Python Programming', 'Algorithms', 'Automation', 'Cybersecurity', 'Scripting', 'Debugging', 'Programming Principles', 'Data Structures', 'Integrated Development Environments', 'Cyber Security Assessment', 'File Management']","There are 4 modules in this courseThis is the seventh course in the Google Cybersecurity Certificate. In this course, learners will be introduced to the Python programming language and learn how to apply it to a security setting to automate tasks.  First, learners will focus on key foundational Python programming concepts, including data types, variables, conditional statements and iterative statements.  Next, they will learn to work effectively with Python by developing functions, using libraries and  modules, and making their code readable.  Following this, they will explore working with string and list data.  A final component of learning to automate tasks through Python will be an exploration of how to import and parse files, and then the course will conclude with a focus on debugging.By the end of this course, you will: 
- Explain how the Python programming language is used in cybersecurity.
- Write conditional and iterative statements in Python.
- Create new, user-defined Python functions.
- Use Python to work with strings and lists.
- Use regular expressions to extract information from text.
- Use Python to open and read the contents of a file.
- Identify best practices to improve code readability.
- Practice debugging code.",0.0,Coursera
https://www.coursera.org/learn/python-statistics-financial-analysis,Python and Statistics for Financial Analysis,Xuhu Wan,263352.0,4.4,Intermediate,"['Risk Analysis', 'Financial Data', 'Regression Analysis', 'Jupyter', 'Statistical Inference', 'Probability & Statistics', 'Pandas (Python Package)', 'Data Manipulation', 'Financial Trading', 'Financial Analysis', 'Statistical Analysis', 'Financial Modeling', 'Statistical Methods']","There are 4 modules in this courseCourse Overview: https://youtu.be/JgFV5qzAYnoPython is now becoming the number 1 programming language for data science. Due to pythonâs simplicity and high readability, it is gaining its importance in the financial industry.  The course combines both python coding and statistical concepts and applies into analyzing financial data, such as stock data.

By the end of the course, you can achieve the following using python:

- Import, pre-process, save and visualize financial data into pandas Dataframe

- Manipulate the existing financial data by generating new variables using multiple columns

- Recall and apply the important statistical concepts (random variable, frequency, distribution, population and sample, confidence interval, linear regression, etc. ) into financial contexts

- Build a trading model using multiple linear regression model 

- Evaluate the performance of the trading model using different investment indicators

Jupyter Notebook environment is configured in the course platform for practicing python coding without installing any client applications.",0.0,Coursera
https://www.coursera.org/specializations/pythonforcybersecurity,Python for Cybersecurity Specialization,Howard Poston,25470.0,4.5,Intermediate,"['Network Monitoring', 'Threat Detection', 'Incident Response', 'Intrusion Detection and Prevention', 'Continuous Monitoring', 'Python Programming', 'Cyber Threat Intelligence', 'Data Access', 'Scripting', 'Cyber Threat Hunting', 'Cybersecurity', 'Cyber Operations']",Specialization - 5 course series Python is one of the most popular and widely-used programming languages in the world due to its high usability and large collection of libraries. This learning path provides an application-driven introduction to using Python for cybersecurity. Python can help to automate tasks across the cyberattack life cycle for both cyber attackers and defenders. This Specialization demonstrates some of these applications and how Python can be used to make cybersecurity professionals more efficient and effective.    Applied Learning ProjectLearners will acquire the technical skills needs to develop custom Python scripts to automate cybersecurity tasks. The challenges in this project involve developing or modifying Python code to address cybersecurity use cases drawn from MITRE ATT&CK and Shield.,0.0,Coursera
https://www.coursera.org/specializations/hands-on-python,Programming in Python: A Hands-on Introduction Specialization,Elise Deitrick,10186.0,4.4,Beginner,"['Computational Logic', 'Python Programming', 'Object Oriented Programming (OOP)', 'Computer Programming', 'Scripting', 'Data Import/Export', 'File Management', 'Computer Science', 'Programming Principles', 'Data Structures', 'Scripting Languages']","Specialization - 4 course seriesThis specialization is intended for people without programming experience who seek to develop python programming skills and learn about the underlying computer science concepts that will allow them to pick up other programming languages quickly. In these four courses, you will cover everything from fundamentals to object-oriented design. These topics will help prepare you to write anything from small programs to automate repetitive tasks to larger applications, giving you enough understanding of python to tackle more specialized topics such as Data Science and Artificial Intelligence.Applied Learning ProjectLearners will create a variety of practical projects including helpful scripts that can speed up everyday tasks such as an automated file updater. Later projects use the PyGame library to animate graphical output for a variety of projects, including creating a FlappyBird game.",0.0,Coursera
https://www.coursera.org/specializations/data-science-python,Applied Data Science with Python Specialization,Christopher Brooks,439024.0,4.5,Intermediate,"['NumPy', 'Scikit Learn (Machine Learning Library)', 'Unstructured Data', 'Graph Theory', 'Jupyter', 'Data Visualization Software', 'Data Processing', 'Applied Machine Learning', 'Network Model', 'Text Mining', 'Data Analysis', 'Pandas (Python Package)']","Specialization - 5 course seriesThe 5 courses in this University of Michigan specialization introduce learners to data science through the python programming language. This skills-based specialization is intended for learners who have a basic python or programming background, and want to apply statistical, machine learning, information visualization, text analysis, and social network analysis techniques through popular python toolkits such as pandas, matplotlib, scikit-learn, nltk, and networkx to gain insight into their data.Introduction to Data Science in Python (course 1), Applied Plotting, Charting & Data Representation in Python (course 2), and Applied Machine Learning in Python (course 3) should be taken in order and prior to any other course in the specialization.  After completing those, courses 4 and 5 can be taken in any order.  All 5 are required to earn a certificate.",0.0,Coursera
